Period,Number,Premium,Big/Small
20250322100010181,5,89025,B
20250322100010180,1,21561,S
20250322100010179,6,16086,B
20250322100010178,3,25813,S
20250322100010177,5,33455,B
20250322100010176,9,75099,B
20250322100010175,8,65838,B
20250322100010174,0,12570,S
20250322100010173,3,30523,S
20250322100010172,0,21170,S
20250322100010171,1,82281,S
20250322100010170,6,88556,B
20250322100010169,5,17505,B
20250322100010168,2,35692,S
20250322100010167,7,42447,B
20250322100010166,9,23169,B
20250322100010165,1,85071,S
20250322100010164,8,34218,B
20250322100010163,8,69308,B
20250322100010162,8,64068,B
20250322100010161,4,63574,S
20250322100010160,7,61387,B
20250322100010159,1,54801,S
20250322100010158,4,76364,S
20250322100010157,7,55737,B
20250322100010156,7,86797,B
20250322100010155,2,53002,S
20250322100010154,6,33376,B
20250322100010153,0,74880,S
20250322100010152,4,97934,S
20250322100010151,0,86400,S
20250322100010150,2,33562,S
20250322100010149,7,87677,B
20250322100010148,4,33684,S
20250322100010147,0,79400,S
20250322100010146,8,90778,B
20250322100010145,7,74157,B
20250322100010144,1,92121,S
20250322100010143,0,82240,S
20250322100010142,0,64880,S
20250322100010141,6,47566,B
20250322100010140,9,67879,B
20250322100010139,6,43846,B
20250322100010138,1,30161,S
20250322100010137,2,58652,S
20250322100010136,8,86998,B
20250322100010135,8,58948,B
20250322100010134,3,69033,S
20250322100010133,5,71185,B
20250322100010132,8,39608,B
20250322100010131,6,82786,B
20250322100010130,0,16670,S
20250322100010129,0,94290,S
20250322100010128,1,78331,S
20250322100010127,4,96314,S
20250322100010126,1,86261,S
20250322100010125,8,10318,B
20250322100010124,2,36862,S
20250322100010123,6,19126,B
20250322100010122,9,36889,B
20250322100010121,2,26332,S
20250322100010120,8,89668,B
20250322100010119,2,62782,S
20250322100010118,0,68530,S
20250322100010117,9,89799,B
20250322100010116,0,59890,S
20250322100010115,2,82792,S
20250322100010114,5,23325,B
20250322100010113,6,79766,B
20250322100010112,2,86602,S
20250322100010111,6,89276,B
20250322100010110,3,82833,S
20250322100010109,4,37994,S
20250322100010108,2,40332,S
20250322100010107,9,46199,B
20250322100010106,4,34374,S
20250322100010105,8,94708,B
20250322100010104,3,98303,S
20250322100010103,5,62345,B
20250322100010102,0,17410,S
20250322100010101,3,82483,S
20250322100010100,8,24328,B
20250322100010099,2,34792,S
20250322100010098,7,64507,B
20250322100010097,0,65290,S
20250322100010096,9,12529,B
20250322100010095,9,34209,B
20250322100010094,8,43418,B
20250322100010093,6,59616,B
20250322100010092,7,54357,B
20250322100010091,8,88218,B
20250322100010090,1,17711,S
20250322100010089,4,12594,S
20250322100010088,6,48556,B
20250322100010087,5,22945,B
20250322100010086,4,88754,S
20250322100010085,5,31835,B
20250322100010084,0,15280,S
20250322100010083,9,63329,B
20250322100010082,9,90069,B
20250322100010081,7,46357,B
20250322100010080,6,44656,B
20250322100010079,8,47358,B
20250322100010078,2,13442,S
20250322100010077,4,85924,S
20250322100010076,7,61867,B
20250322100010075,0,67630,S
20250322100010074,9,93739,B
20250322100010073,5,85575,B
20250322100010072,0,69220,S
20250322100010071,7,88497,B
20250322100010070,0,32010,S
20250322100010069,4,55104,S
20250322100010068,4,94084,S
20250322100010067,4,76514,S
20250322100010066,2,89482,S
20250322100010065,0,92160,S
20250322100010064,5,41455,B
20250322100010063,0,92830,S
20250322100010062,1,88451,S
20250322100010061,3,70063,S
20250322100010060,2,77792,S
20250322100010059,3,98383,S
20250322100010058,1,20311,S
20250322100010057,0,43620,S
20250322100010056,0,16600,S
20250322100010055,4,13464,S
20250322100010054,8,14238,B
20250322100010053,0,74810,S
20250322100010052,7,58587,B
20250322100010051,8,63838,B
20250322100010050,3,24303,S
20250322100010049,0,62500,S
20250322100010048,1,38881,S
20250322100010047,4,88074,S
20250322100010046,8,72448,B
20250322100010045,0,47500,S
20250322100010044,6,40786,B
20250322100010043,9,53319,B
20250322100010042,3,38033,S
20250322100010041,0,24810,S
20250322100010040,4,96454,S
20250322100010039,4,40644,S
20250322100010038,0,11130,S
20250322100010037,3,82063,S
20250322100010036,1,61861,S
20250322100010035,6,89246,B
20250322100010034,3,35843,S
20250322100010033,6,38566,B
20250322100010032,3,71513,S
20250322100010031,6,93666,B
20250322100010030,2,71782,S
20250322100010029,9,39009,B
20250322100010028,0,15810,S
20250322100010027,2,85232,S
20250322100010026,7,28297,B
20250322100010025,4,43124,S
20250322100010024,9,64799,B
20250322100010023,5,82835,B
20250322100010022,2,34282,S
20250322100010021,1,34431,S
20250322100010020,2,23682,S
20250322100010019,8,12228,B
20250322100010018,9,92639,B
20250322100010017,4,83344,S
20250322100010016,5,54385,B
20250322100010015,4,21734,S
20250322100010014,7,60677,B
20250322100010013,4,71824,S
20250322100010012,7,55187,B
20250322100010011,9,22419,B
20250322100010010,3,26563,S
20250322100010009,6,23536,B
20250322100010008,0,73290,S
20250322100010007,4,57834,S
20250322100010006,9,72439,B
20250322100010005,9,23269,B
20250322100010004,2,51282,S
20250322100010003,6,40726,B
20250322100010002,0,94470,S
20250322100010001,6,73056,B
20250321100011440,6,55556,B
20250321100011439,9,82729,B
20250321100011438,2,94582,S
20250321100011437,7,82047,B
20250321100011436,5,23695,B
20250321100011435,4,73784,S
20250321100011434,9,10399,B
20250321100011433,2,46422,S
20250321100011432,3,63423,S
20250321100011431,9,29039,B
20250321100011430,1,18781,S
20250321100011429,3,60143,S
20250321100011428,2,35702,S
20250321100011427,9,30349,B
20250321100011426,7,79237,B
20250321100011425,2,96262,S
20250321100011424,3,39823,S
20250321100011423,1,47501,S
20250321100011422,0,48690,S
20250321100011421,4,86894,S
20250321100011420,6,90636,B
20250321100011419,7,21077,B
20250321100011418,6,87036,B
20250321100011417,8,64478,B
20250321100011416,9,44699,B
20250321100011415,6,47346,B
20250321100011414,8,90828,B
20250321100011413,7,50807,B
20250321100011412,4,60904,S
20250321100011411,3,83673,S
20250321100011410,6,60246,B
20250321100011409,8,22608,B
20250321100011408,8,41618,B
20250321100011407,3,15923,S
20250321100011406,5,38075,B
20250321100011405,8,66858,B
20250321100011404,1,79431,S
20250321100011403,7,96217,B
20250321100011402,0,13220,S
20250321100011401,2,83032,S
20250321100011400,3,37053,S
20250321100011399,1,42851,S
20250321100011398,9,90199,B
20250321100011397,9,95369,B
20250321100011396,7,78807,B
20250321100011395,3,50753,S
20250321100011394,6,54716,B
20250321100011393,9,97369,B
20250321100011392,4,19504,S
20250321100011391,1,17591,S
20250321100011390,6,76086,B
20250321100011389,6,36066,B
20250321100011388,7,81137,B
20250321100011387,6,27296,B
20250321100011386,8,38138,B
20250321100011385,0,96750,S
20250321100011384,3,60213,S
20250321100011383,3,72583,S
20250321100011382,0,38930,S
20250321100011381,5,19395,B
20250321100011380,9,60719,B
20250321100011379,5,38965,B
20250321100011378,5,13035,B
20250321100011377,3,66473,S
20250321100011376,9,45029,B
20250321100011375,0,43980,S
20250321100011374,9,11709,B
20250321100011373,0,12840,S
20250321100011372,5,38745,B
20250321100011371,3,62983,S
20250321100011370,3,89073,S
20250321100011369,8,89818,B
20250321100011368,1,67021,S
20250321100011367,2,40742,S
20250321100011366,8,88798,B
20250321100011365,4,94764,S
20250321100011364,7,86217,B
20250321100011363,8,21348,B
20250321100011362,8,32628,B
20250321100011361,5,32745,B
20250321100011360,6,68186,B
20250321100011359,3,49853,S
20250321100011358,1,69171,S
20250321100011357,5,47825,B
20250321100011356,4,72724,S
20250321100011355,3,96173,S
20250321100011354,9,35739,B
20250321100011353,5,32175,B
20250321100011352,2,64902,S
20250321100011351,7,35107,B
20250321100011350,4,55304,S
20250321100011349,9,50689,B
20250321100011348,3,88893,S
20250321100011347,5,48675,B
20250321100011346,9,37919,B
20250321100011345,0,94140,S
20250321100011344,9,39479,B
20250321100011343,3,48803,S
20250321100011342,5,84885,B
20250321100011341,6,54226,B
20250321100011340,6,88646,B
20250321100011339,5,51555,B
20250321100011338,8,28938,B
20250321100011337,5,17775,B
20250321100011336,5,32765,B
20250321100011335,1,75381,S
20250321100011334,1,74921,S
20250321100011333,3,54933,S
20250321100011332,5,42135,B
20250321100011331,3,25013,S
20250321100011330,5,46725,B
20250321100011329,7,65627,B
20250321100011328,1,83301,S
20250321100011327,2,69392,S
20250321100011326,8,51328,B
20250321100011325,6,12196,B
20250321100011324,0,69330,S
20250321100011323,2,99372,S
20250321100011322,3,31113,S
20250321100011321,2,25112,S
20250321100011320,6,39876,B
20250321100011319,9,70119,B
20250321100011318,2,73562,S
20250321100011317,7,47237,B
20250321100011316,4,62504,S
20250321100011315,1,84561,S
20250321100011314,9,61799,B
20250321100011313,9,45369,B
20250321100011312,4,90634,S
20250321100011311,9,32679,B
20250321100011310,8,58748,B
20250321100011309,7,70677,B
20250321100011308,0,87540,S
20250321100011307,0,61950,S
20250321100011306,4,54694,S
20250321100011305,0,76490,S
20250321100011304,0,73960,S
20250321100011303,4,27654,S
20250321100011302,0,10810,S
20250321100011301,8,12518,B
20250321100011300,9,27649,B
20250321100011299,7,99327,B
20250321100011298,7,61487,B
20250321100011297,9,66529,B
20250321100011296,5,99875,B
20250321100011295,1,74441,S
20250321100011294,6,85776,B
20250321100011293,4,97724,S
20250321100011292,1,27791,S
20250321100011291,1,89261,S
20250321100011290,5,19905,B
20250321100011289,6,73366,B
20250321100011288,2,53072,S
20250321100011287,9,53549,B
20250321100011286,1,32941,S
20250321100011285,8,95678,B
20250321100011284,6,59496,B
20250321100011283,8,83778,B
20250321100011282,9,72689,B
20250321100011281,2,54902,S
20250321100011280,8,22738,B
20250321100011279,4,32234,S
20250321100011278,2,51302,S
20250321100011277,1,19531,S
20250321100011276,0,22800,S
20250321100011275,4,42644,S
20250321100011274,2,82112,S
20250321100011273,4,93174,S
20250321100011272,8,84738,B
20250321100011271,1,98481,S
20250321100011270,5,27865,B
20250321100011269,4,90854,S
20250321100011268,3,19403,S
20250321100011267,8,83528,B
20250321100011266,5,47275,B
20250321100011265,4,55364,S
20250321100011264,5,19965,B
20250321100011263,9,79749,B
20250321100011262,2,80412,S
20250321100011261,4,44354,S
20250321100011260,9,19249,B
20250321100011259,4,57584,S
20250321100011258,2,87712,S
20250321100011257,9,18099,B
20250321100011256,4,86784,S
20250321100011255,3,70293,S
20250321100011254,1,74931,S
20250321100011253,9,69109,B
20250321100011252,0,13530,S
20250321100011251,5,21265,B
20250321100011250,3,48033,S
20250321100011249,3,75713,S
20250321100011248,4,78364,S
20250321100011247,9,72439,B
20250321100011246,9,26629,B
20250321100011245,1,48471,S
20250321100011244,3,39133,S
20250321100011243,7,22707,B
20250321100011242,2,27162,S
20250321100011241,3,63783,S
20250321100011240,2,81472,S
20250321100011239,7,91467,B
20250321100011238,9,98139,B
20250321100011237,6,69906,B
20250321100011236,9,10449,B
20250321100011235,1,70281,S
20250321100011234,0,54940,S
20250321100011233,8,61678,B
20250321100011232,1,65741,S
20250321100011231,8,52068,B
20250321100011230,8,61568,B
20250321100011229,3,74053,S
20250321100011228,7,56577,B
20250321100011227,0,41580,S
20250321100011226,5,74445,B
20250321100011225,4,31364,S
20250321100011224,2,40542,S
20250321100011223,2,47222,S
20250321100011222,0,53360,S
20250321100011221,8,14878,B
20250321100011220,9,16769,B
20250321100011219,4,29554,S
20250321100011218,5,71155,B
20250321100011217,8,70368,B
20250321100011216,7,99387,B
20250321100011215,3,29723,S
20250321100011214,7,86057,B
20250321100011213,6,98706,B
20250321100011212,6,74296,B
20250321100011211,3,20233,S
20250321100011210,2,50662,S
20250321100011209,4,16174,S
20250321100011208,7,15057,B
20250321100011207,9,64479,B
20250321100011206,6,35716,B
20250321100011205,6,96556,B
20250321100011204,1,19811,S
20250321100011203,1,59011,S
20250321100011202,0,51930,S
20250321100011201,9,10869,B
20250321100011200,4,95844,S
20250321100011199,9,88919,B
20250321100011198,9,47599,B
20250321100011197,8,88158,B
20250321100011196,8,33908,B
20250321100011195,5,33585,B
20250321100011194,5,79195,B
20250321100011193,2,85662,S
20250321100011192,4,67694,S
20250321100011191,3,81563,S
20250321100011190,0,58920,S
20250321100011189,1,92841,S
20250321100011188,3,89173,S
20250321100011187,2,71562,S
20250321100011186,7,48577,B
20250321100011185,0,21700,S
20250321100011184,5,87785,B
20250321100011183,4,72054,S
20250321100011182,5,98345,B
20250321100011181,6,22926,B
20250321100011180,4,15984,S
20250321100011179,0,87260,S
20250321100011178,1,36901,S
20250321100011177,8,18958,B
20250321100011176,1,15211,S
20250321100011175,7,86457,B
20250321100011174,7,11207,B
20250321100011173,6,94176,B
20250321100011172,4,39654,S
20250321100011171,7,26857,B
20250321100011170,8,33118,B
20250321100011169,1,14461,S
20250321100011168,9,71489,B
20250321100011167,2,33882,S
20250321100011166,2,89452,S
20250321100011165,7,56667,B
20250321100011164,3,35503,S
20250321100011163,1,46911,S
20250321100011162,9,12729,B
20250321100011161,6,21256,B
20250321100011160,1,95001,S
20250321100011159,0,95210,S
20250321100011158,3,17653,S
20250321100011157,7,80867,B
20250321100011156,0,70750,S
20250321100011155,0,72290,S
20250321100011154,4,67914,S
20250321100011153,5,73775,B
20250321100011152,6,10096,B
20250321100011151,6,85936,B
20250321100011150,9,64409,B
20250321100011149,7,42507,B
20250321100011148,1,80641,S
20250321100011147,5,66215,B
20250321100011146,5,62175,B
20250321100011145,0,49370,S
20250321100011144,7,14897,B
20250321100011143,6,70936,B
20250321100011142,1,79481,S
20250321100011141,7,71827,B
20250321100011140,5,82345,B
20250321100011139,8,26888,B
20250321100011138,8,83318,B
20250321100011137,6,68646,B
20250321100011136,2,43412,S
20250321100011135,6,87696,B
20250321100011134,5,37435,B
20250321100011133,8,91688,B
20250321100011132,4,67834,S
20250321100011131,0,82920,S
20250321100011130,6,53666,B
20250321100011129,0,41480,S
20250321100011128,6,26256,B
20250321100011127,1,24511,S
20250321100011126,8,53868,B
20250321100011125,0,76560,S
20250321100011124,6,85206,B
20250321100011123,6,70566,B
20250321100011122,7,54697,B
20250321100011121,3,95963,S
20250321100011120,9,59019,B
20250321100011119,8,78018,B
20250321100011118,0,65850,S
20250321100011117,8,37278,B
20250321100011116,0,41330,S
20250321100011115,7,36277,B
20250321100011114,4,69054,S
20250321100011113,3,83763,S
20250321100011112,9,59179,B
20250321100011111,4,48604,S
20250321100011110,6,15486,B
20250321100011109,7,36377,B
20250321100011108,2,90662,S
20250321100011107,1,39021,S
20250321100011106,4,72514,S
20250321100011105,6,55306,B
20250321100011104,1,73941,S
20250321100011103,5,48635,B
20250321100011102,8,76378,B
20250321100011101,5,48205,B
20250321100011100,8,79608,B
20250321100011099,6,97696,B
20250321100011098,7,12077,B
20250321100011097,5,34835,B
20250321100011096,3,98443,S
20250321100011095,3,22023,S
20250321100011094,2,90432,S
20250321100011093,9,49279,B
20250321100011092,8,47708,B
20250321100011091,9,98289,B
20250321100011090,6,99686,B
20250321100011089,5,45035,B
20250321100011088,9,71479,B
20250321100011087,0,32610,S
20250321100011086,3,61493,S
20250321100011085,4,70404,S
20250321100011084,0,14410,S
20250321100011083,8,46008,B
20250321100011082,5,88905,B
20250321100011081,2,65632,S
20250321100011080,6,94076,B
20250321100011079,6,60956,B
20250321100011078,6,60826,B
20250321100011077,2,75742,S
20250321100011076,5,37605,B
20250321100011075,6,87696,B
20250321100011074,4,37554,S
20250321100011073,4,24424,S
20250321100011072,3,71283,S
20250321100011071,8,93448,B
20250321100011070,0,32440,S
20250321100011069,3,46183,S
20250321100011068,7,79267,B
20250321100011067,3,70873,S
20250321100011066,4,97364,S
20250321100011065,5,17895,B
20250321100011064,4,71474,S
20250321100011063,5,27345,B
20250321100011062,9,66339,B
20250321100011061,5,81565,B
20250321100011060,1,61141,S
20250321100011059,9,12119,B
20250321100011058,0,29490,S
20250321100011057,6,79056,B
20250321100011056,7,23397,B
20250321100011055,6,36676,B
20250321100011054,4,53114,S
20250321100011053,8,92998,B
20250321100011052,9,91329,B
20250321100011051,9,35019,B
20250321100011050,9,71239,B
20250321100011049,5,99115,B
20250321100011048,4,17164,S
20250321100011047,5,79945,B
20250321100011046,5,72255,B
20250321100011045,5,68405,B
20250321100011044,0,76030,S
20250321100011043,7,54737,B
20250321100011042,8,96618,B
20250321100011041,2,75122,S
20250321100011040,9,26359,B
20250321100011039,3,56093,S
20250321100011038,0,70840,S
20250321100011037,1,91531,S
20250321100011036,2,74662,S
20250321100011035,2,24372,S
20250321100011034,2,31652,S
20250321100011033,7,71817,B
20250321100011032,5,67485,B
20250321100011031,5,14285,B
20250321100011030,7,37317,B
20250321100011029,1,94911,S
20250321100011028,4,94574,S
20250321100011027,9,34559,B
20250321100011026,9,48269,B
20250321100011025,7,51117,B
20250321100011024,4,19064,S
20250321100011023,2,60242,S
20250321100011022,4,44834,S
20250321100011021,6,14696,B
20250321100011020,9,21219,B
20250321100011019,6,45326,B
20250321100011018,2,68882,S
20250321100011017,6,42106,B
20250321100011016,2,13072,S
20250321100011015,5,52045,B
20250321100011014,7,15887,B
20250321100011013,1,53391,S
20250321100011012,9,83509,B
20250321100011011,4,15194,S
20250321100011010,4,52384,S
20250321100011009,9,83829,B
20250321100011008,3,52973,S
20250321100011007,2,42182,S
20250321100011006,0,72650,S
20250321100011005,1,87811,S
20250321100011004,0,49480,S
20250321100011003,5,63195,B
20250321100011002,4,72814,S
20250321100011001,0,98180,S
20250321100011000,2,60692,S
20250321100010999,0,23010,S
20250321100010998,9,55229,B
20250321100010997,5,31505,B
20250321100010996,1,90851,S
20250321100010995,9,81069,B
20250321100010994,5,62385,B
20250321100010993,1,41891,S
20250321100010992,2,22052,S
20250321100010991,5,29105,B
20250321100010990,0,42030,S
20250321100010989,9,90889,B
20250321100010988,5,64485,B
20250321100010987,6,17186,B
20250321100010986,2,76002,S
20250321100010985,7,35137,B
20250321100010984,4,92534,S
20250321100010983,8,45958,B
20250321100010982,2,64652,S
20250321100010981,4,69814,S
20250321100010980,1,90021,S
20250321100010979,3,26223,S
20250321100010978,2,57272,S
20250321100010977,7,43517,B
20250321100010976,9,20559,B
20250321100010975,6,97146,B
20250321100010974,9,71749,B
20250321100010973,7,22107,B
20250321100010972,1,37741,S
20250321100010971,6,79906,B
20250321100010970,1,79111,S
20250321100010969,0,95710,S
20250321100010968,8,23888,B
20250321100010967,6,78006,B
20250321100010966,9,99009,B
20250321100010965,4,43454,S
20250321100010964,0,87710,S
20250321100010963,3,59073,S
20250321100010962,5,89165,B
20250321100010961,7,34537,B
20250321100010960,2,35282,S
20250321100010959,0,73720,S
20250321100010958,9,29789,B
20250321100010957,0,58760,S
20250321100010956,7,94267,B
20250321100010955,2,65122,S
20250321100010954,0,70370,S
20250321100010953,4,64774,S
20250321100010952,6,32376,B
20250321100010951,7,35447,B
20250321100010950,8,86668,B
20250321100010949,6,41116,B
20250321100010948,9,33609,B
20250321100010947,4,62604,S
20250321100010946,6,79126,B
20250321100010945,0,87660,S
20250321100010944,7,99827,B
20250321100010943,7,24447,B
20250321100010942,5,15065,B
20250321100010941,8,95608,B
20250321100010940,0,17980,S
20250321100010939,7,39487,B
20250321100010938,4,74164,S
20250321100010937,5,18615,B
20250321100010936,2,56012,S
20250321100010935,2,62432,S
20250321100010934,6,42426,B
20250321100010933,5,41615,B
20250321100010932,5,43075,B
20250321100010931,1,43391,S
20250321100010930,7,76507,B
20250321100010929,8,86728,B
20250321100010928,7,51887,B
20250321100010927,0,41630,S
20250321100010926,9,65219,B
20250321100010925,7,64827,B
20250321100010924,4,89444,S
20250321100010923,0,35070,S
20250321100010922,1,28921,S
20250321100010921,2,12372,S
20250321100010920,2,63002,S
20250321100010919,7,71677,B
20250321100010918,3,51333,S
20250321100010917,0,91730,S
20250321100010916,4,34174,S
20250321100010915,1,33381,S
20250321100010914,5,63475,B
20250321100010913,4,40114,S
20250321100010912,0,40670,S
20250321100010911,9,87139,B
20250321100010910,5,38925,B
20250321100010909,2,34542,S
20250321100010908,1,48181,S
20250321100010907,0,19270,S
20250321100010906,6,50756,B
20250321100010905,3,47523,S
20250321100010904,4,82234,S
20250321100010903,5,87465,B
20250321100010902,6,52406,B
20250321100010901,2,42172,S
20250321100010900,0,25050,S
20250321100010899,5,12515,B
20250321100010898,3,47373,S
20250321100010897,7,95007,B
20250321100010896,9,73809,B
20250321100010895,3,88023,S
20250321100010894,7,17567,B
20250321100010893,5,13525,B
20250321100010892,0,92900,S
20250321100010891,9,43499,B
20250321100010890,7,52707,B
20250321100010889,0,84450,S
20250321100010888,7,90687,B
20250321100010887,0,23040,S
20250321100010886,3,16583,S
20250321100010885,8,81418,B
20250321100010884,0,13310,S
20250321100010883,1,15301,S
20250321100010882,5,33785,B
20250321100010881,3,79433,S
20250321100010880,1,97581,S
20250321100010879,8,50658,B
20250321100010878,1,55941,S
20250321100010877,8,83318,B
20250321100010876,2,16882,S
20250321100010875,2,46652,S
20250321100010874,6,23066,B
20250321100010873,9,72779,B
20250321100010872,6,69596,B
20250321100010871,4,37294,S
20250321100010870,3,27983,S
20250321100010869,8,76798,B
20250321100010868,8,72478,B
20250321100010867,2,65412,S
20250321100010866,4,28874,S
20250321100010865,8,37158,B
20250321100010864,7,19757,B
20250321100010863,6,81426,B
20250321100010862,6,83766,B
20250321100010861,1,20631,S
20250321100010860,1,30431,S
20250321100010859,6,94556,B
20250321100010858,9,55149,B
20250321100010857,6,56856,B
20250321100010856,4,79204,S
20250321100010855,5,91425,B
20250321100010854,6,14686,B
20250321100010853,7,17937,B
20250321100010852,6,55136,B
20250321100010851,0,32390,S
20250321100010850,1,14401,S
20250321100010849,4,65904,S
20250321100010848,6,36936,B
20250321100010847,6,66706,B
20250321100010846,2,57022,S
20250321100010845,9,36789,B
20250321100010844,9,17169,B
20250321100010843,0,34170,S
20250321100010842,7,26737,B
20250321100010841,4,38184,S
20250321100010840,7,98877,B
20250321100010839,4,28454,S
20250321100010838,7,42967,B
20250321100010837,1,49461,S
20250321100010836,7,32837,B
20250321100010835,4,71084,S
20250321100010834,6,53286,B
20250321100010833,5,26525,B
20250321100010832,5,27725,B
20250321100010831,8,35278,B
20250321100010830,1,61071,S
20250321100010829,0,57610,S
20250321100010828,3,48363,S
20250321100010827,2,52102,S
20250321100010826,4,82744,S
20250321100010825,5,74405,B
20250321100010824,0,31050,S
20250321100010823,4,66404,S
20250321100010822,9,91619,B
20250321100010821,0,31100,S
20250321100010820,5,48905,B
20250321100010819,7,98057,B
20250321100010818,4,72484,S
20250321100010817,0,54770,S
20250321100010816,1,56491,S
20250321100010815,4,48574,S
20250321100010814,3,72833,S
20250321100010813,6,70456,B
20250321100010812,7,34357,B
20250321100010811,1,90201,S
20250321100010810,1,65981,S
20250321100010809,1,27521,S
20250321100010808,8,62548,B
20250321100010807,5,61545,B
20250321100010806,4,36954,S
20250321100010805,4,34054,S
20250321100010804,1,94511,S
20250321100010803,2,12562,S
20250321100010802,2,37852,S
20250321100010801,4,13124,S
20250321100010800,4,66884,S
20250321100010799,2,98142,S
20250321100010798,2,52702,S
20250321100010797,3,68233,S
20250321100010796,5,75325,B
20250321100010795,4,31664,S
20250321100010794,6,82516,B
20250321100010793,3,44333,S
20250321100010792,8,16048,B
20250321100010791,1,35291,S
20250321100010790,5,17735,B
20250321100010789,5,98105,B
20250321100010788,7,60977,B
20250321100010787,3,84233,S
20250321100010786,1,84791,S
20250321100010785,4,30984,S
20250321100010784,5,85445,B
20250321100010783,4,63454,S
20250321100010782,9,47829,B
20250321100010781,5,30335,B
20250321100010780,4,32634,S
20250321100010779,8,70958,B
20250321100010778,3,86363,S
20250321100010777,1,72241,S
20250321100010776,1,74791,S
20250321100010775,6,61346,B
20250321100010774,8,51928,B
20250321100010773,7,55737,B
20250321100010772,1,36081,S
20250321100010771,0,76200,S
20250321100010770,5,11925,B
20250321100010769,4,63544,S
20250321100010768,5,73585,B
20250321100010767,2,51312,S
20250321100010766,6,13756,B
20250321100010765,0,94590,S
20250321100010764,2,81982,S
20250321100010763,0,54630,S
20250321100010762,8,93468,B
20250321100010761,4,11734,S
20250321100010760,9,86199,B
20250321100010759,2,49392,S
20250321100010758,7,59987,B
20250321100010757,2,32262,S
20250321100010756,2,84062,S
20250321100010755,6,31366,B
20250321100010754,7,15917,B
20250321100010753,5,90925,B
20250321100010752,1,86201,S
20250321100010751,7,29737,B
20250321100010750,0,56460,S
20250321100010749,9,71129,B
20250321100010748,7,12257,B
20250321100010747,6,51186,B
20250321100010746,9,34139,B
20250321100010745,1,76571,S
20250321100010744,2,38012,S
20250321100010743,7,21307,B
20250321100010742,5,91965,B
20250321100010741,9,12159,B
20250321100010740,6,77396,B
20250321100010739,5,99395,B
20250321100010738,9,56889,B
20250321100010737,2,27382,S
20250321100010736,9,52799,B
20250321100010735,5,91625,B
20250321100010734,4,96164,S
20250321100010733,5,41705,B
20250321100010732,6,45076,B
20250321100010731,7,19547,B
20250321100010730,6,93396,B
20250321100010729,1,12021,S
20250321100010728,5,14315,B
20250321100010727,8,72408,B
20250321100010726,9,59019,B
20250321100010725,7,84647,B
20250321100010724,2,74422,S
20250321100010723,5,56665,B
20250321100010722,0,87430,S
20250321100010721,0,91360,S
20250321100010720,2,22762,S
20250321100010719,9,95969,B
20250321100010718,8,23608,B
20250321100010717,3,81873,S
20250321100010716,0,68700,S
20250321100010715,1,73271,S
20250321100010714,2,98652,S
20250321100010713,1,33761,S
20250321100010712,6,50836,B
20250321100010711,9,64259,B
20250321100010710,3,65333,S
20250321100010709,7,38337,B
20250321100010708,8,63498,B
20250321100010707,2,85772,S
20250321100010706,2,90682,S
20250321100010705,4,96634,S
20250321100010704,5,76395,B
20250321100010703,2,34082,S
20250321100010702,8,95428,B
20250321100010701,2,93022,S
20250321100010700,4,94484,S
20250321100010699,6,44986,B
20250321100010698,9,33549,B
20250321100010697,6,66906,B
20250321100010696,1,51391,S
20250321100010695,5,79185,B
20250321100010694,8,18098,B
20250321100010693,1,64591,S
20250321100010692,0,47690,S
20250321100010691,3,81283,S
20250321100010690,3,51893,S
20250321100010689,5,66905,B
20250321100010688,0,39180,S
20250321100010687,2,97012,S
20250321100010686,8,93578,B
20250321100010685,1,76971,S
20250321100010684,1,94521,S
20250321100010683,3,40403,S
20250321100010682,3,96723,S
20250321100010681,2,51302,S
20250321100010680,4,32694,S
20250321100010679,0,32540,S
20250321100010678,5,44745,B
20250321100010677,0,66110,S
20250321100010676,3,52293,S
20250321100010675,0,79400,S
20250321100010674,6,66246,B
20250321100010673,0,93600,S
20250321100010672,0,45620,S
20250321100010671,5,81895,B
20250321100010670,8,29528,B
20250321100010669,4,14674,S
20250321100010668,4,64414,S
20250321100010667,6,63876,B
20250321100010666,7,41017,B
20250321100010665,1,57321,S
20250321100010664,4,71664,S
20250321100010663,2,94352,S
20250321100010662,6,10866,B
20250321100010661,0,29400,S
20250321100010660,9,76709,B
20250321100010659,4,65924,S
20250321100010658,6,35656,B
20250321100010657,7,44007,B
20250321100010656,6,52896,B
20250321100010655,0,42680,S
20250321100010654,6,12576,B
20250321100010653,2,54102,S
20250321100010652,8,91298,B
20250321100010651,2,80382,S
20250321100010650,0,15930,S
20250321100010649,8,43918,B
20250321100010648,9,28619,B
20250321100010647,8,69478,B
20250321100010646,6,73556,B
20250321100010645,7,54537,B
20250321100010644,2,73612,S
20250321100010643,3,74373,S
20250321100010642,1,39771,S
20250321100010641,1,36281,S
20250321100010640,2,85402,S
20250321100010639,3,37453,S
20250321100010638,3,15073,S
20250321100010637,5,30955,B
20250321100010636,8,17298,B
20250321100010635,1,26281,S
20250321100010634,5,24995,B
20250321100010633,1,54431,S
20250321100010632,1,28261,S
20250321100010631,3,37383,S
20250321100010630,3,48783,S
20250321100010629,2,85542,S
20250321100010628,7,69157,B
20250321100010627,1,83381,S
20250321100010626,6,47656,B
20250321100010625,6,85586,B
20250321100010624,7,96257,B
